n,family,sample_index,q_score,p_value,compatible_at_alpha,hellinger_squared,ordering_fraction,target_ordering_fraction,ordering_fraction_mismatch,perturbation_fraction,profile_m0,profile_m1,profile_m2,profile_m3,profile_m4,profile_m5
96,cover_deletion,37,47.60659791428591,0.199203187250996,True,0.01051541891136476,0.4410087719298246,,0.0,0.1,0.1352560914967678,0.1079065141720537,0.09298856290402785,0.0730979612133267,0.05718547986076579,0.04574838388861263
96,cover_deletion,38,34.47418327053529,0.6175298804780877,True,0.005342064138509128,0.47543859649122805,,0.0,0.1,0.1194649446494465,0.10793357933579335,0.08671586715867159,0.06226937269372694,0.06503690036900368,0.047509225092250924
96,cover_deletion,39,56.44382985876376,0.05976095617529881,True,0.008987514565220955,0.4625,,0.0,0.1,0.12565196775723092,0.11569464201043149,0.09246088193456614,0.06685633001422475,0.05689900426742532,0.054528212422949265
96,cover_deletion,40,69.80168215249213,0.01195219123505976,False,0.013955020001797491,0.4293859649122807,,0.0,0.1,0.13687436159346272,0.12972420837589377,0.10010214504596528,0.0658835546475996,0.052604698672114404,0.05311542390194075
96,cover_deletion,41,36.576609915268655,0.5418326693227091,True,0.008043159209639272,0.4842105263157895,,0.0,0.1,0.1286231884057971,0.09963768115942029,0.08740942028985507,0.0625,0.06476449275362318,0.04528985507246377
96,cover_deletion,42,32.232566530582595,0.6812749003984063,True,0.004934646829289013,0.4664473684210526,,0.0,0.1,0.1321109543958627,0.1001410437235543,0.08603667136812412,0.06676069581570286,0.05923836389280677,0.044193700047014575
96,cover_deletion,43,61.18029102205907,0.035856573705179286,False,0.007588499948615324,0.4820175438596491,,0.0,0.1,0.1178343949044586,0.10691537761601456,0.0818926296633303,0.0646041856232939,0.05777979981801638,0.049590536851683346
96,cover_deletion,44,40.876386042979625,0.38247011952191234,True,0.0070663630619342,0.4861842105263158,,0.0,0.1,0.12404149751917005,0.10464591790708164,0.08705457825890843,0.06630581867388363,0.06450157870996842,0.05412719891745602
96,cover_deletion,45,23.950773854462234,0.9442231075697212,True,0.005407114115770106,0.5328947368421053,,0.0,0.1,0.11358024691358025,0.09876543209876543,0.07860082304526748,0.06666666666666667,0.05720164609053498,0.04938271604938271
96,cover_deletion,46,48.23535559523493,0.17131474103585656,True,0.0075126881413927205,0.456359649122807,,0.0,0.1,0.122537241710716,0.11244593945218645,0.0980297933685728,0.07208073041806824,0.06295050456511293,0.05141758769822201
96,cover_deletion,47,54.17560332981562,0.08366533864541832,True,0.01204961582218289,0.4662280701754386,,0.0,0.1,0.1284101599247413,0.11100658513640639,0.0973659454374412,0.08090310442144873,0.055973659454374415,0.04985888993414864
96,cover_deletion,48,43.22057590128613,0.3187250996015936,True,0.013238014120257047,0.4524122807017544,,0.0,0.1,0.1420261754726127,0.1129423170140572,0.08919049927290354,0.07513330101793504,0.07077072224915172,0.052835676199709164
96,cover_deletion,49,48.13673199223916,0.17131474103585656,True,0.008245158197875968,0.4550438596491228,,0.0,0.1,0.12819277108433735,0.116144578313253,0.09783132530120482,0.07036144578313253,0.06746987951807229,0.04867469879518072
96,cover_deletion,0,89.36716901454876,0.00398406374501992,False,0.018954920158743782,0.39649122807017545,,0.0,0.2,0.13108407079646017,0.12721238938053098,0.10508849557522124,0.08738938053097345,0.06803097345132743,0.055862831858407076
96,cover_deletion,1,56.593373453179204,0.05976095617529881,True,0.012289241959657748,0.4629385964912281,,0.0,0.2,0.13169114163903364,0.11747986736144007,0.09995262908574136,0.07247749881572714,0.06631927996210327,0.052581714827096164
96,cover_deletion,2,93.60140271108116,0.00398406374501992,False,0.014589000442965738,0.41535087719298247,,0.0,0.2,0.11457233368532208,0.11721224920802534,0.10401267159450897,0.08817317845828933,0.06969376979936642,0.056494192185850056
96,cover_deletion,3,92.31850053816183,0.00398406374501992,False,0.02229686007655929,0.4017543859649123,,0.0,0.2,0.13427947598253276,0.13919213973799127,0.10316593886462883,0.07259825327510917,0.06222707423580786,0.056222707423580785
96,cover_deletion,4,100.01806081366628,0.00398406374501992,False,0.028971018131580983,0.35,,0.0,0.2,0.14473684210526316,0.13909774436090225,0.10902255639097744,0.08897243107769423,0.07205513784461152,0.05263157894736842
96,cover_deletion,5,96.5337625413134,0.00398406374501992,False,0.009918521647111822,0.4504385964912281,,0.0,0.2,0.12366114897760468,0.12317429406037,0.1002921129503408,0.08909444985394352,0.05842259006815969,0.05111976630963973
96,cover_deletion,6,103.57178253686656,0.00398406374501992,False,0.02276082838503357,0.3717105263157895,,0.0,0.2,0.15634218289085547,0.14218289085545724,0.09793510324483776,0.08377581120943953,0.0743362831858407,0.05014749262536873
96,cover_deletion,7,79.44540352394155,0.00398406374501992,False,0.01746508139931635,0.4192982456140351,,0.0,0.2,0.13389121338912133,0.12709205020920503,0.10774058577405858,0.08315899581589958,0.07635983263598327,0.056485355648535567
96,cover_deletion,8,96.43432186786308,0.00398406374501992,False,0.02830156279618512,0.36951754385964913,,0.0,0.2,0.14183976261127595,0.14540059347181009,0.11038575667655787,0.08367952522255193,0.07002967359050445,0.05637982195845697
96,cover_deletion,9,88.2446086247531,0.00398406374501992,False,0.017021428594850896,0.4179824561403509,,0.0,0.2,0.14375655823714587,0.1322140608604407,0.09548793284365163,0.08761804826862539,0.06663168940188877,0.049842602308499476
96,cover_deletion,10,69.13177431974518,0.01195219123505976,False,0.013824746539192079,0.43333333333333335,,0.0,0.2,0.12854251012145748,0.11993927125506072,0.09969635627530364,0.07692307692307693,0.0673076923076923,0.04757085020242915
96,cover_deletion,11,77.91348089382555,0.00398406374501992,False,0.015570719456884263,0.40921052631578947,,0.0,0.2,0.1189710610932476,0.1195069667738478,0.1045016077170418,0.08092175777063237,0.0632368703108253,0.05359056806002144
96,cover_deletion,12,72.92371570288324,0.00796812749003984,False,0.015549962978579357,0.4199561403508772,,0.0,0.2,0.12689295039164492,0.1185378590078329,0.10600522193211488,0.08198433420365535,0.06527415143603134,0.05274151436031332
96,cover_deletion,13,56.00640277651254,0.07171314741035857,True,0.012964853737029602,0.43201754385964913,,0.0,0.2,0.11725888324873096,0.10913705583756345,0.09035532994923857,0.06700507614213198,0.06345177664974619,0.06091370558375635
96,cover_deletion,14,70.65836206541125,0.01195219123505976,False,0.013327654832173463,0.42412280701754385,,0.0,0.2,0.12254395036194415,0.11737331954498449,0.10548086866597725,0.08066184074457083,0.06359875904860393,0.050672182006204755
96,cover_deletion,15,140.0780706721073,0.00398406374501992,False,0.03815339487840941,0.30986842105263157,,0.0,0.2,0.1740976645435244,0.1394196744515216,0.1259731068648266,0.08634111818825195,0.06723283793347487,0.051663128096249115
96,cover_deletion,16,80.2489031188521,0.00398406374501992,False,0.015726293122787505,0.393859649122807,,0.0,0.2,0.13752783964365256,0.13028953229398663,0.10801781737193764,0.07850779510022271,0.06625835189309577,0.05178173719376392
96,cover_deletion,17,123.3083438198946,0.00398406374501992,False,0.029981148125407753,0.38223684210526315,,0.0,0.2,0.1399885255306942,0.13769363166953527,0.11474469305794607,0.08261617900172118,0.07515777395295467,0.060814687320711415
96,cover_deletion,18,71.75512879832326,0.00796812749003984,False,0.012335841783549406,0.437719298245614,,0.0,0.2,0.12725450901803606,0.11472945891783567,0.10070140280561123,0.08967935871743488,0.06763527054108216,0.05410821643286573
96,cover_deletion,19,92.24761560499456,0.00398406374501992,False,0.019482334419552938,0.3975877192982456,,0.0,0.2,0.12465526751241036,0.1329288472145615,0.10645339216767788,0.0821842250413679,0.06784335355763928,0.05956977385548814
96,cover_deletion,20,74.02080517414633,0.00796812749003984,False,0.008573439761486723,0.4326754385964912,,0.0,0.2,0.11860111505321845,0.11556006082108464,0.10035478966041561,0.07856056766345666,0.05980739989863153,0.05676634566649772
96,cover_deletion,21,69.96863224441685,0.01195219123505976,False,0.013974031737517878,0.4107456140350877,,0.0,0.2,0.1398825413774693,0.13080619327282433,0.09450080085424453,0.0784837159636946,0.06673785371062467,0.05018686599038975
