sample_index,function,relative_odds_error
191,logistic,1.66600204616241e-16
192,exp_0_5,1.6963926643561647e-16
192,exp_1,1.296022514329055e-16
192,exp_2,1.5129161622412876e-16
192,asinh,1.9561627639790473e-16
192,logistic,0.0
193,exp_0_5,1.45021297815948e-16
193,exp_1,1.8943200018142856e-16
193,exp_2,0.0
193,asinh,0.0
193,logistic,0.0
194,exp_0_5,2.0422666120736648e-16
194,exp_1,0.0
194,exp_2,1.5890189373651734e-16
194,asinh,0.0
194,logistic,1.38064496255289e-16
195,exp_0_5,0.0
195,exp_1,1.3971370956400065e-16
195,exp_2,0.0
195,asinh,0.0
195,logistic,0.0
196,exp_0_5,0.0
196,exp_1,0.0
196,exp_2,0.0
196,asinh,0.0
196,logistic,0.0
197,exp_0_5,2.0832110475406793e-16
197,exp_1,0.0
197,exp_2,0.0
197,asinh,0.0
197,logistic,2.087905791546218e-16
198,exp_0_5,1.5245856856786067e-16
198,exp_1,0.0
198,exp_2,1.9739978093468848e-16
198,asinh,2.0100505124079078e-16
198,logistic,1.4448748234503192e-16
199,exp_0_5,0.0
199,exp_1,0.0
199,exp_2,3.418231050362272e-16
199,asinh,0.0
199,logistic,0.0
200,exp_0_5,2.1362527617012406e-16
200,exp_1,0.0
200,exp_2,1.9023475888222666e-16
200,asinh,1.6818311590083762e-16
200,logistic,0.0
201,exp_0_5,1.438897018860375e-16
201,exp_1,0.0
201,exp_2,1.5662394770209273e-16
201,asinh,1.8538107560168238e-16
201,logistic,1.4456067989394249e-16
202,exp_0_5,0.0
202,exp_1,0.0
202,exp_2,1.6777572932316466e-16
202,asinh,0.0
202,logistic,0.0
203,exp_0_5,0.0
203,exp_1,0.0
203,exp_2,0.0
203,asinh,1.8604859714247413e-16
203,logistic,0.0
204,exp_0_5,0.0
204,exp_1,1.4453811622109069e-16
204,exp_2,1.8817180491996205e-16
204,asinh,1.3005106305762486e-16
204,logistic,0.0
205,exp_0_5,0.0
205,exp_1,0.0
205,exp_2,2.0448107329092173e-16
205,asinh,0.0
205,logistic,0.0
206,exp_0_5,2.0708446243888753e-16
206,exp_1,1.9313225195488038e-16
206,exp_2,1.679845666944125e-16
206,asinh,0.0
206,logistic,0.0
207,exp_0_5,0.0
207,exp_1,2.0066688411885478e-16
207,exp_2,1.813473396282935e-16
207,asinh,0.0
207,logistic,2.6635837801837416e-16
208,exp_0_5,0.0
208,exp_1,0.0
208,exp_2,0.0
208,asinh,0.0
208,logistic,0.0
209,exp_0_5,1.8517240417037796e-16
209,exp_1,1.544231136704028e-16
209,exp_2,0.0
209,asinh,1.548042876525392e-16
209,logistic,1.8427390004003126e-16
210,exp_0_5,1.3550691615285525e-16
210,exp_1,1.653913125379157e-16
210,exp_2,1.2319275342109806e-16
210,asinh,3.717318961651426e-16
210,logistic,1.5256956500731285e-16
211,exp_0_5,1.4628004815181276e-16
211,exp_1,0.0
211,exp_2,1.6729374119440367e-16
211,asinh,1.8948935034354475e-16
211,logistic,0.0
212,exp_0_5,0.0
212,exp_1,1.9019842930569956e-16
212,exp_2,0.0
212,asinh,0.0
212,logistic,1.8735747052837091e-16
213,exp_0_5,1.8897843660515073e-16
213,exp_1,1.6083637570831616e-16
213,exp_2,1.1650064526323677e-16
213,asinh,1.6580602701693277e-16
213,logistic,1.9603566630354854e-16
214,exp_0_5,1.4531500299751098e-16
214,exp_1,1.902000735689674e-16
214,exp_2,0.0
214,asinh,0.0
214,logistic,0.0
215,exp_0_5,0.0
215,exp_1,0.0
215,exp_2,0.0
215,asinh,1.4952027825300743e-16
215,logistic,0.0
216,exp_0_5,0.0
216,exp_1,1.2165437704733223e-16
216,exp_2,0.0
216,asinh,0.0
216,logistic,0.0
217,exp_0_5,0.0
217,exp_1,1.2527028591812973e-16
217,exp_2,1.4134677615164998e-16
217,asinh,1.2259545033192653e-16
217,logistic,1.682828420967027e-16
218,exp_0_5,1.567909945306167e-16
218,exp_1,0.0
218,exp_2,0.0
218,asinh,0.0
218,logistic,0.0
219,exp_0_5,1.9034115184155158e-16
219,exp_1,0.0
219,exp_2,1.1989749125338702e-16
219,asinh,0.0
219,logistic,0.0
220,exp_0_5,0.0
220,exp_1,1.9056907291937108e-16
220,exp_2,1.6355529811503454e-16
220,asinh,0.0
220,logistic,0.0
221,exp_0_5,1.5711293793852964e-16
221,exp_1,1.1116899361734305e-16
221,exp_2,0.0
221,asinh,0.0
221,logistic,1.5389151467826406e-16
222,exp_0_5,1.1928249556211769e-16
222,exp_1,0.0
222,exp_2,0.0
222,asinh,1.625695437254288e-16
222,logistic,0.0
223,exp_0_5,1.168518290864452e-16
223,exp_1,0.0
223,exp_2,0.0
223,asinh,1.1914788331315078e-16
223,logistic,1.140103152547475e-16
224,exp_0_5,0.0
224,exp_1,0.0
224,exp_2,0.0
224,asinh,1.2706494952602775e-16
224,logistic,2.5846362038453134e-16
225,exp_0_5,0.0
225,exp_1,0.0
225,exp_2,0.0
225,asinh,0.0
225,logistic,2.1805437582189802e-16
226,exp_0_5,1.681021372641778e-16
226,exp_1,1.272641979404332e-16
226,exp_2,1.458821850942072e-16
226,asinh,1.79276775392422e-16
226,logistic,1.294946737154512e-16
227,exp_0_5,0.0
227,exp_1,1.9446393370413537e-16
227,exp_2,1.703091211085907e-16
227,asinh,0.0
227,logistic,0.0
228,exp_0_5,1.9355036317390234e-16
228,exp_1,1.6871269219712705e-16
228,exp_2,2.5638067196465144e-16
228,asinh,0.0
228,logistic,0.0
229,exp_0_5,1.6530141092133667e-16
229,exp_1,0.0
229,exp_2,1.364003740178926e-16
229,asinh,2.410334828642776e-16
229,logistic,0.0
230,exp_0_5,0.0
230,exp_1,0.0
230,exp_2,1.1974145226698472e-16
230,asinh,1.8284754456928207e-16
230,logistic,0.0
231,exp_0_5,1.9462958241449e-16
231,exp_1,0.0
231,exp_2,0.0
231,asinh,1.5628218244465007e-16
231,logistic,0.0
232,exp_0_5,0.0
232,exp_1,0.0
232,exp_2,1.9436630080302642e-16
232,asinh,0.0
232,logistic,0.0
233,exp_0_5,4.158236902175327e-16
233,exp_1,1.9467861131382333e-16
233,exp_2,0.0
233,asinh,1.9517544803022234e-16
233,logistic,0.0
234,exp_0_5,0.0
234,exp_1,0.0
234,exp_2,0.0
234,asinh,0.0
234,logistic,1.7827209622375667e-16
235,exp_0_5,1.11520578205364e-16
235,exp_1,1.1202109024407726e-16
235,exp_2,0.0
235,asinh,0.0
235,logistic,0.0
236,exp_0_5,1.3203235357516704e-16
236,exp_1,1.570183828288344e-16
236,exp_2,1.1103522445189135e-16
236,asinh,1.5441539116123406e-16
236,logistic,0.0
237,exp_0_5,0.0
237,exp_1,0.0
237,exp_2,0.0
237,asinh,0.0
237,logistic,0.0
238,exp_0_5,0.0
238,exp_1,0.0
238,exp_2,0.0
238,asinh,2.1316189733926705e-16
238,logistic,1.7765994832284392e-16
239,exp_0_5,1.4328799752744632e-16
239,exp_1,0.0
239,exp_2,1.540205140195491e-16
239,asinh,0.0
239,logistic,0.0
240,exp_0_5,1.588666654528431e-16
240,exp_1,1.1366462788243312e-16
240,exp_2,1.163698405193321e-16
240,asinh,1.4658379128980478e-16
240,logistic,0.0
241,exp_0_5,0.0
241,exp_1,0.0
241,exp_2,0.0
241,asinh,1.65804390944276e-16
241,logistic,0.0
242,exp_0_5,0.0
242,exp_1,0.0
242,exp_2,1.9033814118097188e-16
242,asinh,0.0
242,logistic,0.0
243,exp_0_5,0.0
243,exp_1,0.0
243,exp_2,0.0
243,asinh,1.373364760519182e-16
243,logistic,0.0
244,exp_0_5,2.9727577607324506e-16
244,exp_1,0.0
244,exp_2,1.7834355464111637e-16
244,asinh,1.9509967669928554e-16
244,logistic,0.0
245,exp_0_5,1.8653454715824437e-16
245,exp_1,0.0
245,exp_2,0.0
245,asinh,1.3963309039865643e-16
245,logistic,0.0
246,exp_0_5,1.3458675507920543e-16
246,exp_1,0.0
246,exp_2,1.1988051614147374e-16
246,asinh,0.0
246,logistic,1.410408750670733e-16
247,exp_0_5,0.0
247,exp_1,0.0
247,exp_2,1.4887442668391512e-16
247,asinh,1.8187636493486218e-16
247,logistic,2.0099797302152589e-16
248,exp_0_5,0.0
248,exp_1,1.9170018124705558e-16
248,exp_2,1.6550260026611077e-16
248,asinh,0.0
248,logistic,0.0
249,exp_0_5,0.0
249,exp_1,0.0
249,exp_2,0.0
249,asinh,0.0
249,logistic,1.65001869119351e-16
250,exp_0_5,2.4585595220371844e-16
250,exp_1,0.0
250,exp_2,0.0
250,asinh,0.0
250,logistic,1.7251069599022523e-16
251,exp_0_5,3.6915650445607834e-16
251,exp_1,0.0
251,exp_2,0.0
251,asinh,2.0323742573071953e-16
251,logistic,0.0
252,exp_0_5,0.0
252,exp_1,0.0
252,exp_2,1.506797946920219e-16
252,asinh,1.318058197128828e-16
252,logistic,1.6432175011816945e-16
253,exp_0_5,1.2683368328160371e-16
253,exp_1,1.448968617833298e-16
253,exp_2,0.0
253,asinh,0.0
253,logistic,0.0
254,exp_0_5,0.0
254,exp_1,0.0
254,exp_2,0.0
254,asinh,2.1243356935872832e-16
254,logistic,1.531428474065687e-16
255,exp_0_5,0.0
255,exp_1,0.0
255,exp_2,0.0
255,asinh,0.0
255,logistic,1.6671284317741626e-16
256,exp_0_5,1.6448160653385798e-16
256,exp_1,1.2184128003061889e-16
256,exp_2,1.3371455275404588e-16
256,asinh,1.3719617305197274e-16
256,logistic,1.479101133952037e-16
257,exp_0_5,2.1281847799835788e-16
257,exp_1,0.0
257,exp_2,0.0
257,asinh,1.1758481658094293e-16
257,logistic,1.91524734897371e-16
258,exp_0_5,0.0
258,exp_1,0.0
258,exp_2,1.154398020572824e-16
258,asinh,0.0
258,logistic,1.3763113294705112e-16
259,exp_0_5,0.0
259,exp_1,1.4125031893949163e-16
259,exp_2,0.0
259,asinh,0.0
259,logistic,1.1815060790100141e-16
260,exp_0_5,1.3363347280363486e-16
260,exp_1,0.0
260,exp_2,1.1651996193721258e-16
260,asinh,0.0
260,logistic,1.1120053013205713e-16
261,exp_0_5,0.0
261,exp_1,1.2878566998259263e-16
261,exp_2,0.0
261,asinh,0.0
261,logistic,1.6674189464460323e-16
262,exp_0_5,0.0
262,exp_1,0.0
262,exp_2,2.872128989924631e-16
262,asinh,1.200599647519207e-16
262,logistic,1.2778741445806917e-16
263,exp_0_5,0.0
263,exp_1,1.4350773356243136e-16
263,exp_2,0.0
263,asinh,0.0
263,logistic,1.8639656136938888e-16
264,exp_0_5,0.0
264,exp_1,2.2057077241975444e-16
264,exp_2,0.0
264,asinh,0.0
264,logistic,1.7928151794145408e-16
265,exp_0_5,0.0
265,exp_1,0.0
265,exp_2,1.6339021825179326e-16
265,asinh,0.0
265,logistic,0.0
266,exp_0_5,0.0
266,exp_1,0.0
266,exp_2,1.9953212548381263e-16
266,asinh,0.0
266,logistic,1.1436583899210337e-16
267,exp_0_5,1.394195302368468e-16
267,exp_1,3.5016037283186075e-16
267,exp_2,0.0
267,asinh,1.8663693631015195e-16
267,logistic,0.0
268,exp_0_5,2.0146562666412421e-16
268,exp_1,1.827938973832402e-16
268,exp_2,0.0
268,asinh,0.0
268,logistic,1.1161541009666173e-16
269,exp_0_5,0.0
269,exp_1,0.0
269,exp_2,0.0
269,asinh,0.0
269,logistic,0.0
270,exp_0_5,1.697074511941597e-16
270,exp_1,0.0
270,exp_2,1.5153500335234254e-16
270,asinh,0.0
270,logistic,1.6833755939316925e-16
271,exp_0_5,0.0
271,exp_1,0.0
271,exp_2,1.5607498801390734e-16
271,asinh,0.0
271,logistic,0.0
272,exp_0_5,1.2646323915168346e-16
272,exp_1,0.0
272,exp_2,1.869074085389146e-16
272,asinh,0.0
272,logistic,0.0
273,exp_0_5,1.701401213517029e-16
273,exp_1,1.3036867481353915e-16
273,exp_2,0.0
273,asinh,2.6464879089967214e-16
273,logistic,0.0
274,exp_0_5,0.0
274,exp_1,1.7931071901433217e-16
274,exp_2,0.0
274,asinh,0.0
274,logistic,0.0
275,exp_0_5,1.7560960205422324e-16
275,exp_1,1.388853034463715e-16
275,exp_2,0.0
275,asinh,1.7091406184148062e-16
275,logistic,1.2433356025973565e-16
276,exp_0_5,0.0
276,exp_1,1.4713702173787313e-16
276,exp_2,0.0
276,asinh,0.0
276,logistic,0.0
277,exp_0_5,0.0
277,exp_1,2.0901532298581096e-16
277,exp_2,0.0
277,asinh,1.255610456454465e-16
277,logistic,0.0
278,exp_0_5,0.0
278,exp_1,1.5478521807763121e-16
278,exp_2,2.1579865670169226e-16
278,asinh,0.0
278,logistic,0.0
279,exp_0_5,0.0
279,exp_1,1.8187274352602393e-16
279,exp_2,0.0
279,asinh,1.9037241948386264e-16
279,logistic,0.0
280,exp_0_5,0.0
280,exp_1,0.0
280,exp_2,0.0
280,asinh,0.0
280,logistic,0.0
281,exp_0_5,0.0
281,exp_1,0.0
281,exp_2,0.0
281,asinh,2.1659744298633494e-16
281,logistic,0.0
282,exp_0_5,0.0
282,exp_1,0.0
282,exp_2,1.914063679599673e-16
282,asinh,1.2548738894220408e-16
282,logistic,1.5445975574815555e-16
283,exp_0_5,0.0
283,exp_1,1.1831108244662283e-16
283,exp_2,0.0
283,asinh,0.0
283,logistic,0.0
284,exp_0_5,0.0
284,exp_1,0.0
284,exp_2,0.0
284,asinh,0.0
284,logistic,0.0
285,exp_0_5,0.0
285,exp_1,0.0
285,exp_2,0.0
285,asinh,0.0
285,logistic,2.2040488247420558e-16
286,exp_0_5,0.0
286,exp_1,1.1477370124021705e-16
286,exp_2,0.0
286,asinh,1.209272301007149e-16
286,logistic,1.952739121978952e-16
287,exp_0_5,0.0
287,exp_1,1.281832254447864e-16
287,exp_2,0.0
287,asinh,0.0
287,logistic,2.1664388376064274e-16
288,exp_0_5,1.1762381201555056e-16
288,exp_1,0.0
288,exp_2,0.0
288,asinh,0.0
288,logistic,2.37271705962858e-16
289,exp_0_5,1.5677543188086357e-16
289,exp_1,0.0
289,exp_2,0.0
289,asinh,0.0
289,logistic,0.0
290,exp_0_5,0.0
290,exp_1,0.0
290,exp_2,1.7226040296140027e-16
290,asinh,0.0
290,logistic,2.074850419945819e-16
291,exp_0_5,0.0
291,exp_1,0.0
291,exp_2,1.6501209999768224e-16
291,asinh,0.0
291,logistic,0.0
292,exp_0_5,0.0
292,exp_1,1.1895912436686894e-16
292,exp_2,1.274633380523708e-16
292,asinh,0.0
292,logistic,0.0
293,exp_0_5,0.0
293,exp_1,0.0
293,exp_2,0.0
293,asinh,0.0
293,logistic,1.4909982357218733e-16
294,exp_0_5,1.5808614050119661e-16
294,exp_1,1.1255048429121638e-16
294,exp_2,1.1409970098993662e-16
294,asinh,0.0
294,logistic,0.0
295,exp_0_5,0.0
295,exp_1,0.0
295,exp_2,0.0
295,asinh,1.5518212830551714e-16
295,logistic,0.0
296,exp_0_5,1.7028830871348322e-16
296,exp_1,0.0
296,exp_2,1.536203137556913e-16
296,asinh,0.0
296,logistic,2.131456045290468e-16
297,exp_0_5,0.0
297,exp_1,2.1492854113190561e-16
297,exp_2,2.0804053225560596e-16
297,asinh,0.0
297,logistic,0.0
298,exp_0_5,1.3229288584778677e-16
298,exp_1,0.0
298,exp_2,0.0
298,asinh,1.6483682609592537e-16
298,logistic,0.0
299,exp_0_5,0.0
299,exp_1,1.4396204252457812e-16
299,exp_2,0.0
299,asinh,0.0
299,logistic,0.0
300,exp_0_5,1.6989588561563064e-16
300,exp_1,0.0
300,exp_2,0.0
300,asinh,0.0
300,logistic,1.5343065102348006e-16
301,exp_0_5,0.0
301,exp_1,0.0
301,exp_2,1.8082256581787206e-16
301,asinh,1.7181259620635709e-16
301,logistic,0.0
302,exp_0_5,0.0
302,exp_1,2.0186721984612634e-16
302,exp_2,0.0
302,asinh,2.019234752751223e-16
302,logistic,0.0
303,exp_0_5,1.3422539149903427e-16
303,exp_1,0.0
303,exp_2,2.3719636431998026e-16
303,asinh,1.4954394073713213e-16
303,logistic,0.0
304,exp_0_5,0.0
304,exp_1,1.9537247799206987e-16
304,exp_2,0.0
304,asinh,1.9899585059913519e-16
304,logistic,2.0442101760407377e-16
305,exp_0_5,0.0
305,exp_1,0.0
305,exp_2,1.2182007333699344e-16
305,asinh,0.0
305,logistic,1.2266307662031223e-16
306,exp_0_5,0.0
306,exp_1,0.0
306,exp_2,1.4873944999742817e-16
306,asinh,0.0
306,logistic,0.0
307,exp_0_5,1.4856953525004327e-16
307,exp_1,1.9881506971868374e-16
307,exp_2,1.7801572778852562e-16
307,asinh,1.6947811383126578e-16
307,logistic,1.4016176114916496e-16
308,exp_0_5,0.0
308,exp_1,1.3278823889067479e-16
308,exp_2,1.588213899062329e-16
308,asinh,0.0
308,logistic,0.0
309,exp_0_5,1.2503305787448408e-16
309,exp_1,1.4081193791420718e-16
309,exp_2,0.0
309,asinh,2.1946703446012242e-16
309,logistic,0.0
310,exp_0_5,1.1134299447869173e-16
310,exp_1,1.116646128255866e-16
310,exp_2,1.1231063922222336e-16
310,asinh,0.0
310,logistic,0.0
311,exp_0_5,0.0
311,exp_1,0.0
311,exp_2,0.0
311,asinh,0.0
311,logistic,0.0
312,exp_0_5,1.9991586437606803e-16
312,exp_1,1.7999245170907992e-16
312,exp_2,1.4590439017054131e-16
312,asinh,1.8008593816320653e-16
312,logistic,0.0
313,exp_0_5,1.19573879974525e-16
313,exp_1,0.0
313,exp_2,1.4938761612972214e-16
313,asinh,1.3962722884557357e-16
313,logistic,1.26394935183189e-16
314,exp_0_5,1.4709619512643725e-16
314,exp_1,0.0
314,exp_2,0.0
314,asinh,0.0
314,logistic,1.3150613912466786e-16
315,exp_0_5,0.0
315,exp_1,1.8417129744903284e-16
315,exp_2,1.527578966195201e-16
315,asinh,0.0
315,logistic,1.7893045049880688e-16
316,exp_0_5,0.0
316,exp_1,1.1386611189339214e-16
316,exp_2,2.3356552963033754e-16
316,asinh,0.0
316,logistic,1.6500173843033515e-16
317,exp_0_5,1.253188524143981e-16
317,exp_1,0.0
317,exp_2,0.0
317,asinh,1.135755436681135e-16
317,logistic,0.0
318,exp_0_5,0.0
318,exp_1,0.0
318,exp_2,0.0
318,asinh,1.1528252886574977e-16
318,logistic,0.0
319,exp_0_5,1.4180462487568636e-16
319,exp_1,0.0
319,exp_2,1.477409530582232e-16
319,asinh,1.735881029828356e-16
319,logistic,0.0
320,exp_0_5,1.4879118319554296e-16
320,exp_1,0.0
320,exp_2,0.0
320,asinh,1.546752398586296e-16
320,logistic,2.6378220809030064e-16
321,exp_0_5,2.0195739327582417e-16
321,exp_1,0.0
321,exp_2,1.5195617376516132e-16
321,asinh,0.0
321,logistic,0.0
322,exp_0_5,0.0
322,exp_1,1.6504216787027592e-16
322,exp_2,0.0
322,asinh,1.6361564813261525e-16
322,logistic,1.3294474430345247e-16
323,exp_0_5,1.9732952288598975e-16
323,exp_1,1.753653983872261e-16
323,exp_2,1.3849930270493912e-16
323,asinh,1.6575058733558884e-16
323,logistic,0.0
324,exp_0_5,0.0
324,exp_1,0.0
324,exp_2,0.0
324,asinh,0.0
324,logistic,0.0
325,exp_0_5,0.0
325,exp_1,0.0
325,exp_2,1.9597592663509978e-16
325,asinh,1.9032930565935317e-16
325,logistic,0.0
326,exp_0_5,0.0
326,exp_1,1.3578783945869383e-16
326,exp_2,0.0
326,asinh,1.6229231173106197e-16
326,logistic,1.983227183697292e-16
327,exp_0_5,0.0
327,exp_1,0.0
327,exp_2,0.0
327,asinh,1.6709887006840292e-16
327,logistic,0.0
328,exp_0_5,0.0
328,exp_1,0.0
328,exp_2,1.2871932199046439e-16
328,asinh,0.0
328,logistic,0.0
329,exp_0_5,1.6247897177663934e-16
329,exp_1,1.18892401274542e-16
329,exp_2,0.0
329,asinh,0.0
329,logistic,1.5040465309252125e-16
330,exp_0_5,0.0
330,exp_1,1.9304029730507153e-16
330,exp_2,1.6782464224344465e-16
330,asinh,1.7991928386451958e-16
330,logistic,0.0
331,exp_0_5,1.3211183693964321e-16
331,exp_1,1.5720748959840477e-16
331,exp_2,2.2260567685647466e-16
331,asinh,0.0
331,logistic,0.0
332,exp_0_5,0.0
332,exp_1,0.0
332,exp_2,2.0487426184756863e-16
332,asinh,0.0
332,logistic,0.0
333,exp_0_5,0.0
333,exp_1,0.0
333,exp_2,0.0
333,asinh,1.2214513266400565e-16
333,logistic,1.9495457668016532e-16
334,exp_0_5,0.0
334,exp_1,0.0
334,exp_2,0.0
334,asinh,0.0
334,logistic,0.0
335,exp_0_5,0.0
335,exp_1,1.8159089146530178e-16
335,exp_2,0.0
335,asinh,0.0
335,logistic,1.8922587040848672e-16
336,exp_0_5,0.0
336,exp_1,1.291362122981805e-16
336,exp_2,0.0
336,asinh,0.0
336,logistic,0.0
337,exp_0_5,2.0293890844978636e-16
337,exp_1,0.0
337,exp_2,0.0
337,asinh,0.0
337,logistic,1.9514422136161248e-16
338,exp_0_5,1.743193301137716e-16
338,exp_1,1.3685191253160001e-16
338,exp_2,0.0
338,asinh,2.7626308501102755e-16
338,logistic,1.774160546469898e-16
339,exp_0_5,1.1284503523527952e-16
339,exp_1,2.2939538623873963e-16
339,exp_2,1.1849475749565578e-16
339,asinh,0.0
339,logistic,0.0
340,exp_0_5,0.0
340,exp_1,1.892479353609505e-16
340,exp_2,1.6129543453881534e-16
340,asinh,3.617431784702739e-16
340,logistic,1.3711436302669534e-16
341,exp_0_5,0.0
341,exp_1,0.0
341,exp_2,0.0
341,asinh,0.0
341,logistic,1.557900846194792e-16
342,exp_0_5,2.1286558197242395e-16
342,exp_1,0.0
342,exp_2,1.8754310821542362e-16
342,asinh,1.8766716457938717e-16
342,logistic,2.0469831443774847e-16
343,exp_0_5,2.200954515325785e-16
343,exp_1,0.0
343,exp_2,0.0
343,asinh,2.183551649381194e-16
343,logistic,0.0
344,exp_0_5,1.4108128637528453e-16
344,exp_1,0.0
344,exp_2,0.0
344,asinh,0.0
344,logistic,1.64905309821124e-16
345,exp_0_5,2.0387091212630646e-16
345,exp_1,0.0
345,exp_2,1.577975977801855e-16
345,asinh,0.0
345,logistic,2.0828578056678724e-16
346,exp_0_5,0.0
346,exp_1,0.0
346,exp_2,0.0
346,asinh,0.0
346,logistic,0.0
347,exp_0_5,1.4177319227174598e-16
347,exp_1,0.0
347,exp_2,0.0
347,asinh,0.0
347,logistic,0.0
348,exp_0_5,0.0
348,exp_1,0.0
348,exp_2,1.8752337636894992e-16
348,asinh,0.0
348,logistic,0.0
349,exp_0_5,0.0
349,exp_1,0.0
349,exp_2,0.0
349,asinh,2.2635245522526473e-16
349,logistic,0.0
350,exp_0_5,1.206871070180317e-16
350,exp_1,0.0
350,exp_2,0.0
350,asinh,1.4630753838609088e-16
350,logistic,1.2338452898746017e-16
351,exp_0_5,0.0
351,exp_1,0.0
351,exp_2,1.226782379483419e-16
351,asinh,1.7817988914592772e-16
351,logistic,0.0
352,exp_0_5,0.0
352,exp_1,1.865071897948651e-16
352,exp_2,1.56657406096051e-16
352,asinh,0.0
352,logistic,0.0
353,exp_0_5,1.3107687418521313e-16
353,exp_1,0.0
353,exp_2,0.0
353,asinh,0.0
353,logistic,0.0
354,exp_0_5,2.1558477399942448e-16
354,exp_1,0.0
354,exp_2,0.0
354,asinh,0.0
354,logistic,0.0
355,exp_0_5,1.2570977143701152e-16
355,exp_1,0.0
355,exp_2,0.0
355,asinh,0.0
355,logistic,2.2021270911915672e-16
356,exp_0_5,2.0213460326119482e-16
356,exp_1,0.0
356,exp_2,1.524902193731752e-16
356,asinh,0.0
356,logistic,0.0
357,exp_0_5,0.0
357,exp_1,1.2481402358155331e-16
357,exp_2,0.0
357,asinh,0.0
357,logistic,2.1002472840984404e-16
358,exp_0_5,0.0
358,exp_1,1.2367126788700268e-16
358,exp_2,0.0
358,asinh,1.188125655965122e-16
358,logistic,0.0
359,exp_0_5,0.0
359,exp_1,0.0
359,exp_2,1.7105869570601395e-16
359,asinh,0.0
359,logistic,0.0
360,exp_0_5,0.0
360,exp_1,1.852122995453024e-16
360,exp_2,0.0
360,asinh,2.1970478973252803e-16
360,logistic,0.0
361,exp_0_5,0.0
361,exp_1,0.0
361,exp_2,0.0
361,asinh,0.0
361,logistic,0.0
362,exp_0_5,1.982153775289139e-16
362,exp_1,1.7694343846901883e-16
362,exp_2,1.4100311254042974e-16
362,asinh,0.0
362,logistic,0.0
363,exp_0_5,1.2651053848842401e-16
363,exp_1,1.4415947060758107e-16
363,exp_2,1.871871912661388e-16
363,asinh,0.0
363,logistic,0.0
364,exp_0_5,0.0
364,exp_1,0.0
364,exp_2,0.0
364,asinh,0.0
364,logistic,1.641072031317109e-16
365,exp_0_5,0.0
365,exp_1,1.6029276261165193e-16
365,exp_2,1.1571445185236706e-16
365,asinh,1.5413340392276486e-16
365,logistic,1.3950430512067857e-16
366,exp_0_5,0.0
366,exp_1,1.8773968430310287e-16
366,exp_2,1.5873472392688338e-16
366,asinh,2.0206650125726103e-16
366,logistic,2.657067883011225e-16
367,exp_0_5,0.0
367,exp_1,1.1371736305859683e-16
367,exp_2,1.1647784610994555e-16
367,asinh,4.362785720016772e-16
367,logistic,0.0
368,exp_0_5,0.0
368,exp_1,0.0
368,exp_2,0.0
368,asinh,3.2111574431162465e-16
368,logistic,1.2927868660728582e-16
369,exp_0_5,0.0
369,exp_1,1.292513600047285e-16
369,exp_2,0.0
369,asinh,2.206827606244959e-16
369,logistic,0.0
370,exp_0_5,1.5094205685886966e-16
370,exp_1,2.0521556501207144e-16
370,exp_2,0.0
370,asinh,1.2256319981053955e-16
370,logistic,1.5331436854538945e-16
371,exp_0_5,1.121553920807813e-16
371,exp_1,0.0
371,exp_2,0.0
371,asinh,0.0
371,logistic,1.1519276065460095e-16
372,exp_0_5,1.7676402025925468e-16
372,exp_1,0.0
372,exp_2,1.7835479966253379e-16
372,asinh,1.4176537477726747e-16
372,logistic,0.0
373,exp_0_5,0.0
373,exp_1,2.0076507376978806e-16
373,exp_2,1.815248556000589e-16
373,asinh,0.0
373,logistic,2.0877055768845247e-16
374,exp_0_5,0.0
374,exp_1,1.9090548007395086e-16
374,exp_2,0.0
374,asinh,0.0
374,logistic,0.0
375,exp_0_5,0.0
375,exp_1,1.1157943012402539e-16
375,exp_2,2.2427870708240317e-16
375,asinh,0.0
375,logistic,0.0
376,exp_0_5,0.0
376,exp_1,1.258466760221401e-16
376,exp_2,0.0
376,asinh,0.0
376,logistic,1.4233142629664623e-16
377,exp_0_5,2.2126940888106983e-16
377,exp_1,2.2049691918030804e-16
377,exp_2,0.0
377,asinh,0.0
377,logistic,0.0
378,exp_0_5,1.5684646462385862e-16
378,exp_1,2.2158442870800017e-16
378,exp_2,0.0
378,asinh,0.0
378,logistic,0.0
379,exp_0_5,1.757903645700711e-16
379,exp_1,0.0
379,exp_2,1.7445747663719035e-16
379,asinh,1.7200701575587173e-16
379,logistic,1.5120994327443112e-16
380,exp_0_5,0.0
380,exp_1,1.4394077973414173e-16
380,exp_2,0.0
380,asinh,1.3568757484394695e-16
380,logistic,1.3296399030319262e-16
381,exp_0_5,0.0
381,exp_1,0.0
381,exp_2,0.0
381,asinh,1.2246538825897845e-16
381,logistic,0.0
382,exp_0_5,0.0
382,exp_1,0.0
382,exp_2,1.3170929747501163e-16
382,asinh,1.7382671933558953e-16
382,logistic,1.903180906288452e-16
383,exp_0_5,0.0
383,exp_1,0.0
383,exp_2,1.9768944516951814e-16
383,asinh,0.0
383,logistic,1.8905432135111934e-16
384,exp_0_5,1.4055952391494376e-16
384,exp_1,1.779550533989887e-16
384,exp_2,1.4261999763934342e-16
384,asinh,1.46005381693192e-16
384,logistic,0.0
385,exp_0_5,2.013319580463988e-16
385,exp_1,0.0
385,exp_2,1.5008254745058997e-16
385,asinh,1.87527036211385e-16
385,logistic,0.0
