n,sample_index,transform,relation_identical,relation_hash_identical,u_rank_identical,v_rank_identical,same_cardinality,coordinate_js_divergence_bits,base_max_marginal_ks_from_uniform,transformed_max_marginal_ks_from_uniform,mean_marginal_wasserstein_shift
128,20,power_anisotropic,True,True,True,True,True,0.24292569902630798,0.08789069748320455,0.5528540192466815,0.2305528194414373
128,20,beta_skew_opposed,True,True,True,True,True,0.21410111892896358,0.08789069748320455,0.44335760644872574,0.2026755152921504
128,20,beta_edge_concentrated,True,True,True,True,True,0.21463325968549024,0.08789069748320455,0.18499886056336495,0.06721101151841943
128,21,power_anisotropic,True,True,True,True,True,0.24908674065314013,0.08255888364088071,0.5132970511027872,0.2504200331740491
128,21,beta_skew_opposed,True,True,True,True,True,0.230456100173269,0.08255888364088071,0.44024066601559636,0.22270400117353198
128,21,beta_edge_concentrated,True,True,True,True,True,0.21988635250960997,0.08255888364088071,0.12036160942913277,0.06797034621754092
128,22,power_anisotropic,True,True,True,True,True,0.24279107642142003,0.08911511596811172,0.541190617635497,0.23626723963767882
128,22,beta_skew_opposed,True,True,True,True,True,0.23596225517131791,0.08911511596811172,0.4461817477631116,0.21333868819408025
128,22,beta_edge_concentrated,True,True,True,True,True,0.19216974299711248,0.08911511596811172,0.17429883155400283,0.06911869611155746
128,23,power_anisotropic,True,True,True,True,True,0.22966387884691636,0.059204346056824675,0.49914934128618116,0.23472669724220788
128,23,beta_skew_opposed,True,True,True,True,True,0.21590631559697887,0.059204346056824675,0.40875850680423914,0.2169410308905963
128,23,beta_edge_concentrated,True,True,True,True,True,0.19396111207313554,0.059204346056824675,0.14303699444373708,0.06828507823637689
128,24,power_anisotropic,True,True,True,True,True,0.24001571679905304,0.06122406062506258,0.46537510018246764,0.22873132994247103
128,24,beta_skew_opposed,True,True,True,True,True,0.20522693135878986,0.06122406062506258,0.42457368848078386,0.2199447954692617
128,24,beta_edge_concentrated,True,True,True,True,True,0.21417238539530595,0.06122406062506258,0.13997926883039064,0.0678077909691258
128,25,power_anisotropic,True,True,True,True,True,0.2368382561127829,0.09808985910830281,0.5323710089082847,0.244381807469772
128,25,beta_skew_opposed,True,True,True,True,True,0.2277069903732458,0.09808985910830281,0.48637726461172515,0.21389915777319296
