sample_index,operator,group_count,macro_probability_tv,maximum_group_weight_relative_error
62,exponential_mean,4,8.326672684688674e-17,2.949940011298554e-16
62,weighted_median,4,0.170635855379835,0.7958147016472136
62,minimum,4,0.11730683022387514,10.213479690705977
63,weighted_arithmetic,8,0.13766630499792976,0.7061377702780542
63,exponential_mean,8,1.734723475976807e-17,2.375095918350291e-16
63,weighted_median,8,0.22600335988542222,0.8910132156700289
63,minimum,8,0.10613557857628617,1.9978667293910912
64,weighted_arithmetic,8,0.24386174500499055,0.7829369519944341
64,exponential_mean,8,4.5102810375396984e-17,2.135783479683837e-16
64,weighted_median,8,0.3301116445340651,0.9389921203666204
64,minimum,8,0.2303824435947957,2.9072537114967774
65,weighted_arithmetic,7,0.04691572509897072,0.42641643669686335
65,exponential_mean,7,5.551115123125783e-17,2.585305658130116e-16
65,weighted_median,7,0.0517484576452365,0.3533607713929095
65,minimum,7,0.10499654324049609,0.7148675048517154
66,weighted_arithmetic,8,0.08277190494091577,0.3583163895356276
66,exponential_mean,8,5.551115123125783e-17,2.5751498507573125e-16
66,weighted_median,8,0.22232430816893672,0.7385817648676729
66,minimum,8,0.14534365394636856,1.067955197879264
67,weighted_arithmetic,8,0.039371457604230595,0.4179551342170257
67,exponential_mean,8,3.252606517456513e-17,3.330928474697615e-16
67,weighted_median,8,0.08527838007323389,0.7460280086753456
67,minimum,8,0.10007107309461277,1.5941715999118962
68,weighted_arithmetic,8,0.024120123904150637,0.4551490275352761
68,exponential_mean,8,1.214306433183765e-17,1.6285533812551414e-16
68,weighted_median,8,0.018499710437832485,0.6511923633592797
68,minimum,8,0.09406783757452405,2.857979405014812
69,weighted_arithmetic,8,0.11120135130795888,0.47003197669238206
69,exponential_mean,8,1.2663481374630692e-16,3.752185023860834e-16
69,weighted_median,8,0.08944259894896814,0.712514540226364
69,minimum,8,0.06915071391004762,0.712514540226364
70,weighted_arithmetic,6,0.2410792065543679,0.9242003030523002
70,exponential_mean,6,1.1102230246251565e-16,4.2274173543832995e-16
70,weighted_median,6,0.433307997622251,0.9758235510550141
70,minimum,6,0.3956083733132273,16.38085335525257
71,weighted_arithmetic,6,0.14149683337391797,0.5124991082168331
