sample_index,operator,size,group_count,direct_score,hierarchical_score,absolute_associativity_error,associative_at_tolerance
37,weighted_median,31,2,0.07624316725734703,-0.070174971383345,0.14641813864069203,False
37,minimum,31,2,-3.625627536117756,-3.625627536117756,0.0,True
38,weighted_arithmetic,26,7,-0.18506916512692556,-0.1850691651269255,5.551115123125783e-17,True
38,exponential_mean,26,7,-0.8245757309028916,-0.8245757309028917,1.1102230246251565e-16,True
38,weighted_median,26,7,-0.34028887564820504,-0.6883539935875503,0.3480651179393453,False
38,minimum,26,7,-2.024243111220669,-2.024243111220669,0.0,True
39,weighted_arithmetic,6,2,0.7075941943847406,0.7075941943847406,0.0,True
39,exponential_mean,6,2,0.5093207357930073,0.5093207357930071,2.220446049250313e-16,True
39,weighted_median,6,2,0.46258470098812854,0.46258470098812854,0.0,True
39,minimum,6,2,-0.10688737078138874,-0.10688737078138874,0.0,True
40,weighted_arithmetic,8,6,0.3170880678268099,0.3170880678268098,1.1102230246251565e-16,True
40,exponential_mean,8,6,-2.329430529099343,-2.329430529099343,0.0,True
40,weighted_median,8,6,1.2198991234052696,1.3311201256357548,0.11122100223048514,False
40,minimum,8,6,-4.32969329524283,-4.32969329524283,0.0,True
41,weighted_arithmetic,27,4,0.127534763064865,0.127534763064865,0.0,True
41,exponential_mean,27,4,-0.7442846053036177,-0.7442846053036183,5.551115123125783e-16,True
41,weighted_median,27,4,0.06855338179856901,-0.23993070505532604,0.30848408685389506,False
41,minimum,27,4,-2.3462079195230188,-2.3462079195230188,0.0,True
42,weighted_arithmetic,29,4,-0.49542105744535164,-0.49542105744535164,0.0,True
42,exponential_mean,29,4,-1.0193621394092165,-1.0193621394092167,2.220446049250313e-16,True
42,weighted_median,29,4,-0.5643182686897948,-0.5643182686897948,0.0,True
42,minimum,29,4,-2.289668515003882,-2.289668515003882,0.0,True
43,weighted_arithmetic,28,7,-0.08796878258660011,-0.0879687825866001,1.3877787807814457e-17,True
43,exponential_mean,28,7,-0.8935000668640317,-0.8935000668640317,0.0,True
43,weighted_median,28,7,0.048142932642631135,0.048142932642631135,0.0,True
43,minimum,28,7,-3.5449535420786025,-3.5449535420786025,0.0,True
44,weighted_arithmetic,21,4,-0.4195250870545413,-0.41952508705454133,5.551115123125783e-17,True
