sample_index,score,absolute_log_odds_change,violated_extension_stability
26,min_shift,6.661338147750939e-16,False
26,row_zscore,0.253793454513085,True
26,row_mad,0.48894550831533123,True
26,row_rank,0.14999999999999994,True
26,global_zscore,0.18190907150986302,True
27,raw,1.3877787807814457e-16,False
27,min_shift,1.3877787807814457e-16,False
27,row_zscore,0.2735035712468248,True
27,row_mad,0.21907229186738358,True
27,row_rank,0.08333333333333326,True
27,global_zscore,0.07790257306168445,True
28,raw,0.0,False
28,min_shift,0.0,False
28,row_zscore,0.7297897838387639,True
28,row_mad,1.7484965073451004,True
28,row_rank,0.4285714285714285,True
28,global_zscore,0.21754620159690896,True
29,raw,0.0,False
29,min_shift,0.0,False
29,row_zscore,0.016208997518342483,True
29,row_mad,0.0,False
29,row_rank,0.11428571428571449,True
29,global_zscore,0.014208247496886095,True
30,raw,5.551115123125783e-16,False
30,min_shift,5.551115123125783e-16,False
30,row_zscore,0.18840374856037867,True
30,row_mad,0.1705300939713159,True
30,row_rank,0.15584415584415579,True
30,global_zscore,0.09255790901728789,True
31,raw,1.1102230246251565e-16,False
31,min_shift,1.1102230246251565e-16,False
31,row_zscore,0.023718506952604315,True
31,row_mad,0.13823126713644474,True
31,row_rank,0.0634920634920633,True
31,global_zscore,0.011824486894004393,True
32,raw,2.255140518769849e-16,False
32,min_shift,2.255140518769849e-16,False
32,row_zscore,0.013776095570541366,True
32,row_mad,0.0014671309934724819,True
32,row_rank,0.10714285714285693,True
32,global_zscore,0.0019084126980646286,True
33,raw,0.0,False
33,min_shift,0.0,False
33,row_zscore,0.41032138802122153,True
33,row_mad,0.6617825002061526,True
33,row_rank,0.0,False
33,global_zscore,0.05343891452380678,True
34,raw,0.0,False
34,min_shift,0.0,False
34,row_zscore,0.22749819793046894,True
34,row_mad,1.1009519278791349,True
34,row_rank,0.09523809523809512,True
34,global_zscore,0.018029118571845804,True
35,raw,0.0,False
35,min_shift,0.0,False
35,row_zscore,0.47808653767517506,True
35,row_mad,0.9722627761749301,True
35,row_rank,0.16666666666666663,True
35,global_zscore,0.004957394417146599,True
36,raw,6.106226635438361e-16,False
36,min_shift,6.106226635438361e-16,False
36,row_zscore,0.02060433028775177,True
36,row_mad,3.3306690738754696e-16,False
36,row_rank,0.01298701298701288,True
36,global_zscore,0.011823362145720995,True
37,raw,0.0,False
37,min_shift,0.0,False
37,row_zscore,0.7499702051361689,True
37,row_mad,0.2349928744686971,True
37,row_rank,0.17142857142857143,True
37,global_zscore,0.17667790211939083,True
38,raw,0.0,False
38,min_shift,0.0,False
38,row_zscore,0.02845951176805539,True
38,row_mad,0.12895232518714306,True
38,row_rank,0.01785714285714285,True
38,global_zscore,0.005785527296530424,True
39,raw,4.440892098500626e-16,False
39,min_shift,4.440892098500626e-16,False
